STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2008,,15.4784039430711,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,15.0422665796822,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,14.6141331025733,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2024,,10.818328935859,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2023,,10.7263820118106,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2021,,12.5577306175959,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2020,,12.3026217187454,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2005,,8.75870426860332,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,9.4284725872527,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,9.39791667099613,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2002,,10.2136981532791,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2001,,11.3448961018019,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2000,,12.5000727833441,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2019,,11.0849930298984,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2018,,10.6201930612892,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2017,,10.7380414932809,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2016,,10.9006491667501,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2015,,10.7773823091498,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2014,,10.6005988020011,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2013,,10.755325388149,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2012,,10.6569146060386,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2011,,11.8754465859647,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2010,,13.3930486172405,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2009,,13.1956808626458,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2008,,8.43537681809152,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,7.38251829078613,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,8.40022223030932,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2024,,13.3418430005202,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2023,,11.9762544380697,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2021,,18.4130139525397,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2020,,20.1928952350927,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2005,,11.4047506685543,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,11.5086290591692,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,11.4613116261339,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2002,,11.4925894705393,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2001,,11.4013963746758,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2000,,11.6293398850161,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2019,,15.7043494907116,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2018,,15.2835657886488,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2017,,15.1574668553807,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2016,,15.4687537567889,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2015,,15.6606678980639,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
