"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"IMF.RES:WEO(6.0.0)","PRT.NGDPD.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, US dollar","Annual","118.182","122.655","117.211","124.124","127.597","118.658","121.605","134.7","165.185","189.296","197.363","208.767","240.524","263.388","244.402","238.308","245.075","216.361","226.437","229.961","199.414","206.369","221.28","242.423","240.013","228.849"
"IMF.RES:WEO(6.0.0)","PER.NGDPD.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, US dollar","Annual","51.38","53.412","56.281","53.918","48.719","50.414","51.034","53.954","58.537","66.126","74.232","87.459","102.187","121.308","121.892","149.23","171.369","193.276","203.042","203.785","192.85","196.348","216.578","227.583","233.004","206.461"
"IMF.RES:WEO(6.0.0)","PRY.NGDPD.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, US dollar","Annual","9.062","9.788","9.965","9.26","8.837","8.856","8.496","7.196","7.691","9.624","10.738","13.43","17.856","24.615","22.355","27.129","33.737","33.296","38.651","40.378","36.211","36.09","38.997","40.225","37.925","35.432"
"IMF.RES:WEO(6.0.0)","RUS.NGDPD.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, US dollar","Annual","335.777","412.685","433.704","287.672","209.657","278.264","328.475","370.062","461.518","633.294","817.717","1060.901","1393.416","1779.109","1307.927","1633.111","2046.621","2191.486","2288.428","2048.837","1356.703","1280.648","1575.14","1653.005","1695.724","1488.118"
"IMF.RES:WEO(6.0.0)","QAT.NGDPD.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, US dollar","Annual","6.861","7.761","9.976","8.488","11.266","18.085","17.498","19.334","23.716","30.651","44.636","58.629","75.987","112.621","88.196","119.707","167.775","186.834","198.728","206.225","161.74","151.732","161.099","183.335","176.371","144.411"
"IMF.RES:WEO(6.0.0)","PRI.NGDPD.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, US dollar","Annual","42.647","45.341","48.187","54.086","57.841","61.702","69.669","72.546","75.834","80.322","83.915","87.276","89.524","93.639","96.386","98.381","100.352","101.565","102.45","102.446","103.376","104.337","103.446","100.958","105.126","103.131"
"IMF.RES:WEO(6.0.0)","ROU.NGDPD.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, US dollar","Annual","35.838","35.692","35.644","42.543","35.953","37.447","40.396","46.035","57.79","75.059","98.547","122.114","174.831","215.568","174.564","170.294","192.835","179.243","189.83","199.981","177.877","185.334","210.529","243.498","250.993","251.699"
"IMF.RES:WEO(6.0.0)","WSM.NGDPD.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, US dollar","Annual","0.242","0.258","0.28","0.286","0.262","0.271","0.273","0.289","0.342","0.418","0.486","0.516","0.568","0.684","0.618","0.68","0.744","0.773","0.798","0.797","0.824","0.844","0.885","0.878","0.913","0.869"
"IMF.RES:WEO(6.0.0)","RWA.NGDPD.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, US dollar","Annual","1.47","1.593","2.144","2.29","2.131","2.049","1.967","1.963","2.139","2.388","2.945","3.318","4.069","5.183","5.675","6.126","6.885","7.654","7.821","8.24","8.546","8.695","9.253","9.638","10.349","10.174"
"IMF.RES:WEO(6.0.0)","SEN.NGDPD.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, US dollar","Annual","6.026","6.3","5.867","6.416","6.599","6.016","6.508","7.001","8.767","10.072","11.015","11.699","13.996","16.852","16.128","16.134","17.811","17.672","18.919","19.802","17.777","19.035","20.989","23.127","23.405","24.534"
"IMF.RES:WEO(6.0.0)","SRB.NGDPD.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","9.79","13.009","17.185","22.515","26.017","27.496","32.602","43.395","52.094","45.156","41.369","49.28","43.316","48.394","47.062","39.656","40.693","44.179","50.641","51.514","53.356"
"IMF.RES:WEO(6.0.0)","STP.NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","0.104","0.136","0.093","0.073","0.078","0.077","0.072","0.08","0.096","0.104","0.125","0.133","0.145","0.188","0.201","0.191","0.228","0.231","0.269","0.295","0.262","0.294","0.325","0.387","0.416","0.476"
"IMF.RES:WEO(6.0.0)","SYC.NGDPD.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, US dollar","Annual","0.508","0.503","0.563","0.608","0.623","0.615","0.622","0.698","0.706","0.839","0.919","1.016","1.034","0.998","0.847","0.97","1.018","1.06","1.328","1.388","1.432","1.568","1.675","1.777","1.867","1.384"
"IMF.RES:WEO(6.0.0)","SAU.NGDPD.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, US dollar","Annual","143.152","158.451","165.742","146.776","161.717","189.515","184.138","189.606","215.808","258.742","328.205","376.398","415.687","519.797","429.098","528.207","676.635","741.85","753.864","766.606","669.485","666.0","714.994","846.584","838.565","734.271"
"IMF.RES:WEO(6.0.0)","SMR.NGDPD.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","1.008","1.06","1.148","1.462","1.714","1.788","1.91","2.189","2.403","2.062","1.883","1.813","1.606","1.678","1.674","1.42","1.468","1.528","1.656","1.616","1.543"
"IMF.RES:WEO(6.0.0)","SGP.NGDPD.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, US dollar","Annual","87.813","96.293","100.124","85.728","86.287","96.077","89.794","92.538","97.646","115.034","127.808","148.627","180.942","193.617","194.15","239.808","279.357","295.093","307.576","314.864","307.999","319.054","343.257","376.893","376.902","349.488"
"IMF.RES:WEO(6.0.0)","SLE.NGDPD.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, US dollar","Annual","2.026","2.188","1.974","1.562","1.555","1.498","1.726","1.99","2.218","2.339","2.672","3.144","3.451","3.926","3.795","4.174","4.799","5.746","6.736","6.521","6.75","6.023","5.812","6.39","6.519","6.682"
"IMF.RES:WEO(6.0.0)","SVK.NGDPD.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","20.034","21.659","21.927","22.825","20.867","20.73","21.421","24.888","34.085","43.19","49.116","57.492","77.239","97.17","89.302","91.237","99.905","94.684","98.937","101.463","88.91","89.928","95.616","106.186","105.723","106.652"
"IMF.RES:WEO(6.0.0)","SVN.NGDPD.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","21.399","21.48","20.769","22.08","22.668","20.262","20.693","23.263","29.399","34.19","36.002","39.293","47.886","55.503","49.921","47.832","51.19","46.196","47.868","49.527","42.714","44.279","48.136","53.713","53.916","53.342"
"IMF.RES:WEO(6.0.0)","SSD.NGDPD.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","","","","","","","","","","","","17.34","11.267","14.947","15.178","15.326","2.899","1.804","3.118","4.044","5.423"
"IMF.RES:WEO(6.0.0)","SLB.NGDPD.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, US dollar","Annual","0.469","0.511","0.527","0.458","0.488","0.42","0.41","0.346","0.353","0.398","0.477","0.539","0.62","0.699","0.736","0.847","1.05","1.185","1.286","1.336","1.308","1.379","1.47","1.615","1.619","1.536"
"IMF.RES:WEO(6.0.0)","ZAF.NGDPD.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, US dollar","Annual","171.736","163.34","169.004","152.885","151.426","151.855","135.527","129.385","197.017","256.188","288.749","304.055","332.65","316.491","331.184","417.315","458.708","434.4","400.877","381.195","346.663","323.493","381.317","405.093","389.245","337.876"
"IMF.RES:WEO(6.0.0)","SOM.NGDPD.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","","","","","","","","","","","","5.022","5.183","5.869","6.443","6.841","7.391","8.252","7.873","8.655","8.628"
"IMF.RES:WEO(6.0.0)","ESP.NGDPD.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, US dollar","Annual","614.713","642.48","590.5","619.541","635.025","598.367","627.803","708.437","907.736","1069.344","1155.306","1261.914","1476.92","1635.936","1494.963","1429.155","1487.307","1331.838","1362.207","1380.6","1206.287","1242.673","1321.288","1432.292","1403.651","1288.751"
"IMF.RES:WEO(6.0.0)","KNA.NGDPD.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, US dollar","Annual","0.293","0.312","0.351","0.366","0.389","0.421","0.458","0.481","0.469","0.507","0.547","0.644","0.689","0.778","0.774","0.779","0.836","0.825","0.875","0.953","0.957","1.007","1.058","1.076","1.107","0.884"
"IMF.RES:WEO(6.0.0)","SDN.NGDPD.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, US dollar","Annual","6.694","8.377","10.241","10.924","10.714","13.134","15.716","18.137","21.355","26.646","35.183","45.264","59.44","64.833","54.812","65.716","66.448","48.948","52.892","60.726","64.534","64.888","48.906","33.59","31.484","35.241"
"IMF.RES:WEO(6.0.0)","CHE.NGDPD.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, US dollar","Annual","353.058","340.259","294.858","303.265","297.579","279.285","286.773","309.594","362.17","403.446","418.222","441.862","491.066","566.968","553.913","598.333","715.799","686.546","706.776","726.692","693.845","687.721","695.505","725.9","721.89","741.311"
"IMF.RES:WEO(6.0.0)","VCT.NGDPD.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, US dollar","Annual","0.341","0.358","0.376","0.403","0.422","0.428","0.462","0.488","0.509","0.55","0.58","0.644","0.714","0.733","0.714","0.72","0.714","0.73","0.765","0.771","0.787","0.814","0.844","0.884","0.91","0.865"
"IMF.RES:WEO(6.0.0)","LCA.NGDPD.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, US dollar","Annual","0.762","0.788","0.805","0.877","0.921","0.932","0.892","0.899","0.987","1.066","1.135","1.268","1.331","1.427","1.4","1.483","1.569","1.598","1.66","1.749","1.808","1.869","1.999","2.061","2.095","1.499"
"IMF.RES:WEO(6.0.0)","TZA.NGDPD.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","6.382","7.889","9.341","11.481","11.777","12.369","12.61","13.123","14.159","15.576","17.174","18.878","21.81","27.779","29.301","31.86","34.369","39.65","45.677","49.982","47.424","49.774","54.0","54.775","58.797","63.373"
"IMF.RES:WEO(6.0.0)","LKA.NGDPD.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, US dollar","Annual","15.127","16.592","18.544","19.05","19.143","20.007","19.236","20.238","22.352","24.423","28.88","33.447","38.27","48.177","49.75","58.643","67.725","70.392","76.934","82.483","85.091","88.0","94.376","94.484","89.015","84.304"
"IMF.RES:WEO(6.0.0)","SUR.NGDPD.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, US dollar","Annual","0.993","1.234","1.322","1.588","1.308","1.355","1.167","1.474","1.729","2.0","2.393","2.812","3.144","3.783","4.15","4.677","4.735","5.332","5.51","5.612","5.126","3.317","3.592","3.996","4.016","2.912"
"IMF.RES:WEO(6.0.0)","SWE.NGDPD.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Current prices, US dollar","Annual","267.054","291.954","268.252","270.891","274.319","262.904","242.498","267.373","334.074","384.548","391.691","422.528","490.052","514.617","434.313","492.753","570.541","549.742","584.128","577.73","501.698","514.218","536.084","551.312","532.169","545.148"
"IMF.RES:WEO(6.0.0)","TJK.NGDPD.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","0.569","1.052","1.121","1.32","1.087","0.991","1.057","1.212","1.555","2.073","2.311","2.811","3.712","5.135","4.977","5.642","6.523","7.592","8.506","9.242","7.857","6.994","7.535","7.762","8.301","8.134"
"IMF.RES:WEO(6.0.0)","TLS.NGDPD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","0.367","0.477","0.47","0.49","0.441","0.462","0.454","0.543","0.648","0.727","0.882","1.042","1.16","1.396","1.447","1.594","1.651","1.616","1.584","2.048","2.163"
"IMF.RES:WEO(6.0.0)","TWN.NGDPD.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, US dollar","Annual","279.059","292.494","303.284","279.964","303.83","330.68","299.276","307.439","317.381","346.924","374.06","386.45","406.907","415.901","390.829","444.281","483.974","495.61","512.943","535.328","534.515","543.081","590.733","609.198","611.396","673.178"
"IMF.RES:WEO(6.0.0)","TON.NGDPD.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, US dollar","Annual","0.207","0.218","0.222","0.212","0.199","0.205","0.181","0.183","0.202","0.231","0.262","0.292","0.299","0.344","0.312","0.367","0.415","0.427","0.407","0.403","0.397","0.382","0.416","0.435","0.445","0.445"
"IMF.RES:WEO(6.0.0)","TUR.NGDPD.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","233.566","250.486","261.857","277.599","254.024","273.118","202.558","238.15","316.54","407.024","504.8","552.332","682.992","782.851","651.513","777.443","837.924","877.681","958.087","939.924","867.054","869.204","859.02","797.707","760.388","717.114"
"IMF.RES:WEO(6.0.0)","TTO.NGDPD.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, US dollar","Annual","5.421","5.859","5.837","6.148","6.926","8.295","8.96","9.148","11.464","13.472","16.17","18.6","21.937","28.193","19.52","22.522","25.789","27.335","28.71","29.698","27.027","23.723","24.04","24.569","23.776","20.808"
"IMF.RES:WEO(6.0.0)","TGO.NGDPD.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, US dollar","Annual","2.24","2.448","2.494","2.361","2.37","2.014","2.0","2.301","2.854","3.048","3.08","3.173","3.76","4.578","4.717","4.75","5.421","5.417","6.022","6.395","5.756","6.069","6.385","7.033","6.993","7.4"
"IMF.RES:WEO(6.0.0)","THA.NGDPD.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, US dollar","Annual","169.279","183.035","150.18","113.676","126.669","126.392","120.296","134.301","152.281","172.896","189.264","221.731","262.94","291.299","281.716","341.166","370.877","397.579","420.329","407.35","401.183","413.479","456.336","506.553","543.879","500.501"
"IMF.RES:WEO(6.0.0)","TUN.NGDPD.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, US dollar","Annual","20.616","22.324","21.762","22.87","24.066","22.524","23.146","24.274","28.797","32.71","33.851","36.059","40.819","47.039","45.593","46.21","48.122","47.311","48.681","50.273","45.779","44.36","42.167","42.687","41.905","42.494"
"IMF.RES:WEO(6.0.0)","TKM.NGDPD.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, US dollar","Annual","10.043","4.068","4.584","4.893","6.595","8.587","11.855","14.875","19.533","24.272","29.363","36.577","44.388","36.788","34.562","35.164","44.413","50.252","50.863","56.204","44.944","42.876","45.902","49.299","53.035","52.385"
"IMF.RES:WEO(6.0.0)","GBR.NGDPD.A","OBS_VALUE","United Kingdom","Gross domestic product (GDP), Current prices, US dollar","Annual","1344.504","1421.099","1561.239","1653.852","1688.248","1668.69","1650.252","1788.549","2056.294","2422.619","2546.038","2712.257","3091.695","2960.39","2421.476","2487.924","2664.719","2707.571","2786.665","3066.304","2928.558","2699.086","2682.384","2875.024","2853.074","2698.705"
"IMF.RES:WEO(6.0.0)","UKR.NGDPD.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, US dollar","Annual","38.275","46.083","51.867","43.315","32.661","32.331","37.863","42.339","50.096","64.747","85.996","107.767","143.26","181.313","117.079","136.011","163.059","175.781","183.31","133.392","90.922","93.349","112.064","130.959","154.14","156.579"
"IMF.RES:WEO(6.0.0)","ARE.NGDPD.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, US dollar","Annual","63.432","72.853","77.167","75.304","84.42","102.987","103.312","109.816","124.346","147.812","180.616","222.117","257.883","315.464","253.547","300.189","360.833","384.61","400.219","414.105","370.276","369.255","390.517","427.049","417.99","349.473"
"IMF.RES:WEO(6.0.0)","USA.NGDPD.A","OBS_VALUE","United States","Gross domestic product (GDP), Current prices, US dollar","Annual","7639.75","8073.125","8577.55","9062.825","9631.175","10250.95","10581.925","10929.1","11456.45","12217.175","13039.2","13815.6","14474.25","14769.85","14478.05","15048.975","15599.725","16253.95","16880.675","17608.125","18295.0","18804.9","19612.1","20656.525","21539.975","21354.125"
"IMF.RES:WEO(6.0.0)","UGA.NGDPD.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, US dollar","Annual","7.473","7.713","8.407","8.23","7.823","7.756","7.835","8.425","8.725","10.75","12.46","14.079","17.512","22.419","24.107","24.683","27.501","30.939","32.331","34.754","30.122","30.232","31.589","34.127","37.893","37.897"
"IMF.RES:WEO(6.0.0)","TUV.NGDPD.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Current prices, US dollar","Annual","","","","","","0.015","0.014","0.017","0.02","0.023","0.023","0.024","0.029","0.032","0.028","0.033","0.04","0.039","0.039","0.039","0.037","0.041","0.045","0.048","0.054","0.053"
"IMF.RES:WEO(6.0.0)","VUT.NGDPD.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, US dollar","Annual","0.249","0.261","0.273","0.262","0.268","0.272","0.257","0.262","0.315","0.365","0.39","0.435","0.517","0.582","0.59","0.652","0.738","0.736","0.755","0.774","0.744","0.775","0.88","0.929","0.93","1.008"
"IMF.RES:WEO(6.0.0)","UZB.NGDPD.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","12.746","17.453","18.433","18.738","21.362","17.195","14.581","12.106","12.697","15.045","17.939","21.344","27.963","35.858","41.945","49.772","60.213","67.52","73.192","80.848","85.662","85.658","69.703","58.696","67.294","66.443"
"IMF.RES:WEO(6.0.0)","URY.NGDPD.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, US dollar","Annual","23.267","24.73","26.155","27.704","26.178","24.892","22.802","14.863","13.159","14.959","18.986","21.416","25.603","33.151","34.565","43.967","52.354","55.938","62.857","62.546","58.218","57.58","65.068","65.37","62.23","53.666"
"IMF.RES:WEO(6.0.0)","YEM.NGDPD.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","12.796","6.496","6.838","6.322","7.639","9.679","9.853","10.693","11.778","13.868","16.732","19.063","21.651","26.911","25.13","30.907","32.726","35.401","40.415","43.229","42.444","31.318","26.842","21.606","21.888","20.22"
"IMF.RES:WEO(6.0.0)","VEN.NGDPD.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Current prices, US dollar","Annual","77.427","70.536","85.684","91.836","97.517","117.596","123.119","95.258","83.684","112.254","143.375","178.521","232.857","306.764","268.624","318.281","316.482","372.592","258.931","214.69","125.449","112.915","115.883","102.021","73.003","43.788"
"IMF.RES:WEO(6.0.0)","VNM.NGDPD.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, US dollar","Annual","26.407","31.352","34.146","34.58","36.444","39.585","41.297","44.563","50.233","62.877","73.197","84.301","98.426","124.756","129.022","143.212","171.312","195.169","212.728","232.888","236.795","252.146","277.071","304.47","331.818","346.31"
"IMF.RES:WEO(6.0.0)","WBG.NGDPD.A","OBS_VALUE","West Bank and Gaza","Gross domestic product (GDP), Current prices, US dollar","Annual","3.283","3.41","3.76","4.068","4.271","4.314","4.004","3.556","3.968","4.603","5.126","5.348","5.816","7.31","8.086","9.682","11.186","12.208","13.516","13.99","13.972","15.405","16.128","16.277","17.134","15.532"
"IMF.RES:WEO(6.0.0)","ZMB.NGDPD.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, US dollar","Annual","3.799","3.599","4.303","3.538","3.405","3.601","3.87","4.194","4.902","6.221","8.329","12.762","14.06","17.914","15.332","20.264","23.455","25.502","28.042","27.145","21.245","20.965","25.874","26.312","23.309","18.138"
"IMF.RES:WEO(6.0.0)","ZWE.NGDPD.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, US dollar","Annual","8.263","10.117","10.386","12.099","11.768","11.34","11.243","10.734","9.573","9.465","9.045","8.141","7.784","6.707","9.666","12.042","14.102","17.115","19.091","19.496","19.963","20.549","22.04","36.922","26.033","26.878"
