variable,year,value
GRDE_imigy,2004,0.000816
GRDE_imigy,2005,0.000701
GRDE_imigy,2006,0.000868
GRDE_imigy,2007,0.000886
GRDE_imigy,2008,0.000744
GRDE_imigy,2009,0.000492
GRDE_imigy,2010,0.000435
GRDE_imigy,2011,0.000254
GRDE_imigy,2012,0.000327
GRDE_imigy,2013,0.000251
GRDE_imigy,2014,0.000209
GRDE_imigy,2015,0.000193
GRDE_imigy,2016,0.000230
GRDE_imigy,2017,0.000386
GRDE_imigy,2018,0.000330
GRDE_imigy,2019,0.000315
GRDE_imigy,2020,0.000311
GRDE_imigy,average,0.000551
GRDE_imiy,1995,0.006671
GRDE_imiy,1996,0.005976
GRDE_imiy,1997,0.005751
GRDE_imiy,1998,0.007804
GRDE_imiy,1999,0.007730
GRDE_imiy,2000,0.008269
GRDE_imiy,2001,0.010978
GRDE_imiy,2002,0.007256
GRDE_imiy,2003,0.007572
GRDE_imiy,2004,0.007493
GRDE_imiy,2005,0.007451
GRDE_imiy,2006,0.007502
GRDE_imiy,2007,0.009985
GRDE_imiy,2008,0.009727
GRDE_imiy,2009,0.005971
GRDE_imiy,2010,0.005433
GRDE_imiy,2011,0.004009
GRDE_imiy,2012,0.003966
GRDE_imiy,2013,0.003546
GRDE_imiy,2014,0.003979
GRDE_imiy,2015,0.003971
GRDE_imiy,2016,0.004371
GRDE_imiy,2017,0.006631
GRDE_imiy,2018,0.006425
GRDE_imiy,2019,0.006082
GRDE_imiy,2020,0.005984
GRDE_imiy,average,0.006589
GRES_imcgy,1995,0.000579
GRES_imcgy,1996,0.000660
GRES_imcgy,1997,0.000629
GRES_imcgy,1998,0.000585
GRES_imcgy,1999,0.000564
GRES_imcgy,2000,0.000797
GRES_imcgy,2001,0.000670
GRES_imcgy,2002,0.000772
GRES_imcgy,2003,0.000830
GRES_imcgy,2004,0.000861
GRES_imcgy,2005,0.000915
GRES_imcgy,2006,0.000926
GRES_imcgy,2007,0.000986
GRES_imcgy,2008,0.001029
GRES_imcgy,2009,0.000963
GRES_imcgy,2010,0.000804
GRES_imcgy,2011,0.000847
GRES_imcgy,2012,0.000848
GRES_imcgy,2013,0.000755
GRES_imcgy,2014,0.000816
GRES_imcgy,2015,0.000706
GRES_imcgy,2016,0.000741
GRES_imcgy,2017,0.000779
GRES_imcgy,2018,0.000720
GRES_imcgy,2019,0.000780
GRES_imcgy,2020,0.000743
GRES_imcgy,average,0.000813
GRES_imcy,1995,0.003586
GRES_imcy,1996,0.003974
GRES_imcy,1997,0.004111
GRES_imcy,1998,0.004492
GRES_imcy,1999,0.004727
GRES_imcy,2000,0.006037
GRES_imcy,2001,0.006383
GRES_imcy,2002,0.006650
GRES_imcy,2003,0.006030
GRES_imcy,2004,0.005826
GRES_imcy,2005,0.006175
GRES_imcy,2006,0.006114
GRES_imcy,2007,0.006523
GRES_imcy,2008,0.007219
GRES_imcy,2009,0.006627
GRES_imcy,2010,0.005918
GRES_imcy,2011,0.005918
GRES_imcy,2012,0.005196
GRES_imcy,2013,0.005684
GRES_imcy,2014,0.006663
GRES_imcy,2015,0.005874
GRES_imcy,2016,0.006377
GRES_imcy,2017,0.007247
GRES_imcy,2018,0.007860
GRES_imcy,2019,0.006781
GRES_imcy,2020,0.005690
GRES_imcy,average,0.006054
GRES_imigy,1995,0.000186
GRES_imigy,1996,0.000234
GRES_imigy,1997,0.000204
GRES_imigy,1998,0.000217
GRES_imigy,1999,0.000192
GRES_imigy,2000,0.000246
GRES_imigy,2001,0.000229
GRES_imigy,2002,0.000231
GRES_imigy,2003,0.000228
GRES_imigy,2004,0.000242
GRES_imigy,2005,0.000231
GRES_imigy,2006,0.000277
GRES_imigy,2007,0.000234
GRES_imigy,2008,0.000206
GRES_imigy,2009,0.000144
GRES_imigy,2010,0.000095
GRES_imigy,2011,0.000060
GRES_imigy,2012,0.000061
GRES_imigy,2013,0.000052
GRES_imigy,2014,0.000043
GRES_imigy,2015,0.000042
GRES_imigy,2016,0.000051
GRES_imigy,2017,0.000073
GRES_imigy,2018,0.000069
GRES_imigy,2019,0.000064
GRES_imigy,2020,0.000064
GRES_imigy,average,0.000142
GRES_imiy,1995,0.001485
GRES_imiy,1996,0.001893
GRES_imiy,1997,0.001683
GRES_imiy,1998,0.001946
GRES_imiy,1999,0.001669
GRES_imiy,2000,0.002281
GRES_imiy,2001,0.002200
GRES_imiy,2002,0.002338
GRES_imiy,2003,0.002129
GRES_imiy,2004,0.002225
GRES_imiy,2005,0.002457
GRES_imiy,2006,0.002390
GRES_imiy,2007,0.002635
GRES_imiy,2008,0.002688
GRES_imiy,2009,0.001751
GRES_imiy,2010,0.001184
GRES_imiy,2011,0.000945
GRES_imiy,2012,0.000734
GRES_imiy,2013,0.000732
GRES_imiy,2014,0.000821
GRES_imiy,2015,0.000864
GRES_imiy,2016,0.000976
GRES_imiy,2017,0.001252
GRES_imiy,2018,0.001350
GRES_imiy,2019,0.001229
GRES_imiy,2020,0.001238
GRES_imiy,average,0.001691
GRFI_imcgy,1995,0.000106
GRFI_imcgy,1996,0.000195
GRFI_imcgy,1997,0.000169
GRFI_imcgy,1998,0.000293
GRFI_imcgy,1999,0.000345
GRFI_imcgy,2000,0.000555
GRFI_imcgy,2001,0.000272
GRFI_imcgy,2002,0.000323
GRFI_imcgy,2003,0.000458
GRFI_imcgy,2004,0.000326
GRFI_imcgy,2005,0.000275
GRFI_imcgy,2006,0.000262
GRFI_imcgy,2007,0.000242
GRFI_imcgy,2008,0.000202
GRFI_imcgy,2009,0.000172
GRFI_imcgy,2010,0.000099
GRFI_imcgy,2011,0.000080
GRFI_imcgy,2012,0.000052
GRFI_imcgy,2013,0.000048
GRFI_imcgy,2014,0.000046
GRFI_imcgy,2015,0.000043
GRFI_imcgy,2016,0.000054
GRFI_imcgy,2017,0.000057
GRFI_imcgy,2018,0.000052
GRFI_imcgy,2019,0.000056
GRFI_imcgy,2020,0.000066
GRFI_imcgy,average,0.000179
GRFI_imcy,1995,0.000715
GRFI_imcy,1996,0.000809
GRFI_imcy,1997,0.000851
GRFI_imcy,1998,0.001256
GRFI_imcy,1999,0.001263
GRFI_imcy,2000,0.001828
GRFI_imcy,2001,0.001361
GRFI_imcy,2002,0.001244
GRFI_imcy,2003,0.001717
GRFI_imcy,2004,0.001256
GRFI_imcy,2005,0.001111
GRFI_imcy,2006,0.001197
GRFI_imcy,2007,0.001116
GRFI_imcy,2008,0.001064
GRFI_imcy,2009,0.000915
GRFI_imcy,2010,0.000805
GRFI_imcy,2011,0.000646
GRFI_imcy,2012,0.000525
GRFI_imcy,2013,0.000512
GRFI_imcy,2014,0.000408
GRFI_imcy,2015,0.000376
GRFI_imcy,2016,0.000377
GRFI_imcy,2017,0.000443
GRFI_imcy,2018,0.000477
GRFI_imcy,2019,0.000473
GRFI_imcy,2020,0.000456
GRFI_imcy,average,0.000882
GRFI_imigy,1995,0.000031
GRFI_imigy,1996,0.000048
GRFI_imigy,1997,0.000056
GRFI_imigy,1998,0.000124
GRFI_imigy,1999,0.000153
GRFI_imigy,2000,0.000218
GRFI_imigy,2001,0.000117
GRFI_imigy,2002,0.000102
GRFI_imigy,2003,0.000140
GRFI_imigy,2004,0.000121
GRFI_imigy,2005,0.000088
GRFI_imigy,2006,0.000095
GRFI_imigy,2007,0.000122
GRFI_imigy,2008,0.000111
GRFI_imigy,2009,0.000082
GRFI_imigy,2010,0.000037
GRFI_imigy,2011,0.000014
GRFI_imigy,2012,0.000010
GRFI_imigy,2013,0.000007
GRFI_imigy,2014,0.000005
GRFI_imigy,2015,0.000004
GRFI_imigy,2016,0.000006
GRFI_imigy,2017,0.000010
GRFI_imigy,2018,0.000008
GRFI_imigy,2019,0.000008
GRFI_imigy,2020,0.000009
GRFI_imigy,average,0.000058
GRFI_imiy,1995,0.000250
GRFI_imiy,1996,0.000384
GRFI_imiy,1997,0.000462
GRFI_imiy,1998,0.001113
GRFI_imiy,1999,0.001332
GRFI_imiy,2000,0.002018
GRFI_imiy,2001,0.001128
GRFI_imiy,2002,0.001033
GRFI_imiy,2003,0.001306
GRFI_imiy,2004,0.001106
GRFI_imiy,2005,0.000933
GRFI_imiy,2006,0.000817
GRFI_imiy,2007,0.001378
GRFI_imiy,2008,0.001450
GRFI_imiy,2009,0.000994
GRFI_imiy,2010,0.000458
GRFI_imiy,2011,0.000223
GRFI_imiy,2012,0.000123
GRFI_imiy,2013,0.000106
GRFI_imiy,2014,0.000102
GRFI_imiy,2015,0.000088
GRFI_imiy,2016,0.000122
GRFI_imiy,2017,0.000171
GRFI_imiy,2018,0.000153
GRFI_imiy,2019,0.000148
GRFI_imiy,2020,0.000167
GRFI_imiy,average,0.000696
GRFR_imcgy,1995,0.001980
GRFR_imcgy,1996,0.002005
GRFR_imcgy,1997,0.002446
GRFR_imcgy,1998,0.002205
GRFR_imcgy,1999,0.002468
GRFR_imcgy,2000,0.002295
GRFR_imcgy,2001,0.002092
GRFR_imcgy,2002,0.001753
GRFR_imcgy,2003,0.002276
GRFR_imcgy,2004,0.002307
GRFR_imcgy,2005,0.002155
GRFR_imcgy,2006,0.002162
GRFR_imcgy,2007,0.002074
GRFR_imcgy,2008,0.001985
GRFR_imcgy,2009,0.001805
GRFR_imcgy,2010,0.001550
GRFR_imcgy,2011,0.001629
GRFR_imcgy,2012,0.001843
GRFR_imcgy,2013,0.001541
GRFR_imcgy,2014,0.001583
GRFR_imcgy,2015,0.001479
GRFR_imcgy,2016,0.001417
GRFR_imcgy,2017,0.001419
GRFR_imcgy,2018,0.001271
GRFR_imcgy,2019,0.001500
GRFR_imcgy,2020,0.001617
GRFR_imcgy,average,0.001862
GRFR_imcy,1995,0.009373
GRFR_imcy,1996,0.009550
GRFR_imcy,1997,0.010169
GRFR_imcy,1998,0.011412
GRFR_imcy,1999,0.012834
GRFR_imcy,2000,0.013909
GRFR_imcy,2001,0.012459
GRFR_imcy,2002,0.010652
GRFR_imcy,2003,0.011337
GRFR_imcy,2004,0.010332
GRFR_imcy,2005,0.010056
GRFR_imcy,2006,0.011015
GRFR_imcy,2007,0.010399
GRFR_imcy,2008,0.010521
GRFR_imcy,2009,0.008575
GRFR_imcy,2010,0.007941
GRFR_imcy,2011,0.009284
GRFR_imcy,2012,0.007959
GRFR_imcy,2013,0.008752
GRFR_imcy,2014,0.009142
GRFR_imcy,2015,0.007605
GRFR_imcy,2016,0.007443
GRFR_imcy,2017,0.007614
GRFR_imcy,2018,0.007833
GRFR_imcy,2019,0.008160
GRFR_imcy,2020,0.007319
GRFR_imcy,average,0.009550
GRFR_imigy,1995,0.000325
GRFR_imigy,1996,0.000405
GRFR_imigy,1997,0.000395
GRFR_imigy,1998,0.000469
GRFR_imigy,1999,0.000498
GRFR_imigy,2000,0.000469
GRFR_imigy,2001,0.000394
GRFR_imigy,2002,0.000324
GRFR_imigy,2003,0.000358
GRFR_imigy,2004,0.000384
GRFR_imigy,2005,0.000260
GRFR_imigy,2006,0.000323
GRFR_imigy,2007,0.000313
GRFR_imigy,2008,0.000260
GRFR_imigy,2009,0.000196
GRFR_imigy,2010,0.000138
GRFR_imigy,2011,0.000261
GRFR_imigy,2012,0.000125
GRFR_imigy,2013,0.000147
GRFR_imigy,2014,0.000183
GRFR_imigy,2015,0.000104
GRFR_imigy,2016,0.000127
GRFR_imigy,2017,0.000111
GRFR_imigy,2018,0.000097
GRFR_imigy,2019,0.000092
GRFR_imigy,2020,0.000092
GRFR_imigy,average,0.000240
GRFR_imiy,1995,0.002599
GRFR_imiy,1996,0.003273
GRFR_imiy,1997,0.003251
GRFR_imiy,1998,0.004199
GRFR_imiy,1999,0.004332
GRFR_imiy,2000,0.004354
GRFR_imiy,2001,0.003787
GRFR_imiy,2002,0.003287
GRFR_imiy,2003,0.003344
GRFR_imiy,2004,0.003521
GRFR_imiy,2005,0.002767
GRFR_imiy,2006,0.002791
GRFR_imiy,2007,0.003525
GRFR_imiy,2008,0.003398
GRFR_imiy,2009,0.002377
GRFR_imiy,2010,0.001725
GRFR_imiy,2011,0.004115
GRFR_imiy,2012,0.001518
GRFR_imiy,2013,0.002086
GRFR_imiy,2014,0.003478
GRFR_imiy,2015,0.002134
GRFR_imiy,2016,0.002420
GRFR_imiy,2017,0.001907
GRFR_imiy,2018,0.001887
GRFR_imiy,2019,0.001778
GRFR_imiy,2020,0.001770
GRFR_imiy,average,0.002868
GRIT_imcgy,1995,0.005240
GRIT_imcgy,1996,0.005152
GRIT_imcgy,1997,0.004628
GRIT_imcgy,1998,0.004383
GRIT_imcgy,1999,0.004289
GRIT_imcgy,2000,0.004349
GRIT_imcgy,2001,0.004181
GRIT_imcgy,2002,0.004415
GRIT_imcgy,2003,0.004403
GRIT_imcgy,2004,0.004472
GRIT_imcgy,2005,0.003506
GRIT_imcgy,2006,0.003179
GRIT_imcgy,2007,0.003272
GRIT_imcgy,2008,0.002964
GRIT_imcgy,2009,0.002867
GRIT_imcgy,2010,0.002487
GRIT_imcgy,2011,0.002186
GRIT_imcgy,2012,0.002040
GRIT_imcgy,2013,0.001614
GRIT_imcgy,2014,0.001594
GRIT_imcgy,2015,0.001491
GRIT_imcgy,2016,0.001848
GRIT_imcgy,2017,0.001864
GRIT_imcgy,2018,0.001545
GRIT_imcgy,2019,0.001769
GRIT_imcgy,2020,0.001933
GRIT_imcgy,average,0.002995
GRIT_imcy,1995,0.020097
GRIT_imcy,1996,0.019571
GRIT_imcy,1997,0.018758
GRIT_imcy,1998,0.019765
GRIT_imcy,1999,0.021745
GRIT_imcy,2000,0.024483
GRIT_imcy,2001,0.022902
GRIT_imcy,2002,0.021451
GRIT_imcy,2003,0.021422
GRIT_imcy,2004,0.020136
GRIT_imcy,2005,0.019666
GRIT_imcy,2006,0.019001
GRIT_imcy,2007,0.019616
GRIT_imcy,2008,0.020714
GRIT_imcy,2009,0.016988
GRIT_imcy,2010,0.016087
GRIT_imcy,2011,0.015485
GRIT_imcy,2012,0.013992
GRIT_imcy,2013,0.013924
GRIT_imcy,2014,0.014192
GRIT_imcy,2015,0.013168
GRIT_imcy,2016,0.013388
GRIT_imcy,2017,0.013339
GRIT_imcy,2018,0.013267
GRIT_imcy,2019,0.012937
GRIT_imcy,2020,0.012377
GRIT_imcy,average,0.017442
GRIT_imigy,1995,0.001123
GRIT_imigy,1996,0.001169
GRIT_imigy,1997,0.001001
GRIT_imigy,1998,0.001103
GRIT_imigy,1999,0.001134
GRIT_imigy,2000,0.001129
GRIT_imigy,2001,0.001062
GRIT_imigy,2002,0.000851
GRIT_imigy,2003,0.000962
GRIT_imigy,2004,0.001066
GRIT_imigy,2005,0.000919
GRIT_imigy,2006,0.001046
GRIT_imigy,2007,0.001022
GRIT_imigy,2008,0.000882
GRIT_imigy,2009,0.000650
GRIT_imigy,2010,0.000481
GRIT_imigy,2011,0.000337
GRIT_imigy,2012,0.000335
GRIT_imigy,2013,0.000268
GRIT_imigy,2014,0.000252
GRIT_imigy,2015,0.000234
GRIT_imigy,2016,0.000269
GRIT_imigy,2017,0.000311
GRIT_imigy,2018,0.000301
GRIT_imigy,2019,0.000288
GRIT_imigy,2020,0.000313
GRIT_imigy,average,0.000650
GRIT_imiy,1995,0.008977
GRIT_imiy,1996,0.009434
GRIT_imiy,1997,0.008241
GRIT_imiy,1998,0.009882
GRIT_imiy,1999,0.009863
GRIT_imiy,2000,0.010477
GRIT_imiy,2001,0.010209
GRIT_imiy,2002,0.008629
GRIT_imiy,2003,0.008993
GRIT_imiy,2004,0.009781
GRIT_imiy,2005,0.009767
GRIT_imiy,2006,0.009032
GRIT_imiy,2007,0.011513
GRIT_imiy,2008,0.011537
GRIT_imiy,2009,0.007898
GRIT_imiy,2010,0.006013
GRIT_imiy,2011,0.005320
GRIT_imiy,2012,0.004056
GRIT_imiy,2013,0.003791
GRIT_imiy,2014,0.004797
GRIT_imiy,2015,0.004810
GRIT_imiy,2016,0.005104
GRIT_imiy,2017,0.005348
GRIT_imiy,2018,0.005849
GRIT_imiy,2019,0.005567
GRIT_imiy,2020,0.006012
GRIT_imiy,average,0.007767
GRNL_imcgy,1995,0.000839
GRNL_imcgy,1996,0.000852
GRNL_imcgy,1997,0.000657
GRNL_imcgy,1998,0.000718
GRNL_imcgy,1999,0.000825
GRNL_imcgy,2000,0.000972
GRNL_imcgy,2001,0.000840
GRNL_imcgy,2002,0.000892
GRNL_imcgy,2003,0.001028
GRNL_imcgy,2004,0.001115
GRNL_imcgy,2005,0.000944
GRNL_imcgy,2006,0.000886
GRNL_imcgy,2007,0.000851
GRNL_imcgy,2008,0.000817
GRNL_imcgy,2009,0.000803
GRNL_imcgy,2010,0.000734
GRNL_imcgy,2011,0.000699
GRNL_imcgy,2012,0.000710
GRNL_imcgy,2013,0.000577
GRNL_imcgy,2014,0.000595
GRNL_imcgy,2015,0.000635
GRNL_imcgy,2016,0.000737
GRNL_imcgy,2017,0.000782
GRNL_imcgy,2018,0.000683
GRNL_imcgy,2019,0.000740
GRNL_imcgy,2020,0.000948
GRNL_imcgy,average,0.000802
GRNL_imcy,1995,0.006844
GRNL_imcy,1996,0.006460
GRNL_imcy,1997,0.005883
GRNL_imcy,1998,0.006609
GRNL_imcy,1999,0.007080
GRNL_imcy,2000,0.008198
GRNL_imcy,2001,0.007723
GRNL_imcy,2002,0.007639
GRNL_imcy,2003,0.007000
GRNL_imcy,2004,0.007117
GRNL_imcy,2005,0.006671
GRNL_imcy,2006,0.006525
GRNL_imcy,2007,0.006374
GRNL_imcy,2008,0.006564
GRNL_imcy,2009,0.005754
GRNL_imcy,2010,0.005499
GRNL_imcy,2011,0.005995
GRNL_imcy,2012,0.005740
GRNL_imcy,2013,0.005847
GRNL_imcy,2014,0.006300
GRNL_imcy,2015,0.006378
GRNL_imcy,2016,0.006307
GRNL_imcy,2017,0.006863
GRNL_imcy,2018,0.006831
GRNL_imcy,2019,0.006554
GRNL_imcy,2020,0.007226
GRNL_imcy,average,0.006515
GRNL_imigy,1995,0.000167
GRNL_imigy,1996,0.000167
GRNL_imigy,1997,0.000150
GRNL_imigy,1998,0.000166
GRNL_imigy,1999,0.000209
GRNL_imigy,2000,0.000217
GRNL_imigy,2001,0.000187
GRNL_imigy,2002,0.000158
GRNL_imigy,2003,0.000185
GRNL_imigy,2004,0.000203
GRNL_imigy,2005,0.000179
GRNL_imigy,2006,0.000204
GRNL_imigy,2007,0.000217
GRNL_imigy,2008,0.000180
GRNL_imigy,2009,0.000157
GRNL_imigy,2010,0.000133
GRNL_imigy,2011,0.000080
GRNL_imigy,2012,0.000083
GRNL_imigy,2013,0.000063
GRNL_imigy,2014,0.000057
GRNL_imigy,2015,0.000060
GRNL_imigy,2016,0.000067
GRNL_imigy,2017,0.000103
GRNL_imigy,2018,0.000091
GRNL_imigy,2019,0.000091
GRNL_imigy,2020,0.000098
GRNL_imigy,average,0.000139
GRNL_imiy,1995,0.001332
GRNL_imiy,1996,0.001349
GRNL_imiy,1997,0.001231
GRNL_imiy,1998,0.001490
GRNL_imiy,1999,0.001821
GRNL_imiy,2000,0.002014
GRNL_imiy,2001,0.001793
GRNL_imiy,2002,0.001606
GRNL_imiy,2003,0.001726
GRNL_imiy,2004,0.001862
GRNL_imiy,2005,0.001900
GRNL_imiy,2006,0.001758
GRNL_imiy,2007,0.002440
GRNL_imiy,2008,0.002353
GRNL_imiy,2009,0.001906
GRNL_imiy,2010,0.001663
GRNL_imiy,2011,0.001261
GRNL_imiy,2012,0.001009
GRNL_imiy,2013,0.000892
GRNL_imiy,2014,0.001086
GRNL_imiy,2015,0.001225
GRNL_imiy,2016,0.001266
GRNL_imiy,2017,0.001768
GRNL_imiy,2018,0.001781
GRNL_imiy,2019,0.001751
GRNL_imiy,2020,0.001879
GRNL_imiy,average,0.001664
GRPT_imcgy,1995,0.000035
GRPT_imcgy,1996,0.000043
GRPT_imcgy,1997,0.000040
GRPT_imcgy,1998,0.000044
GRPT_imcgy,1999,0.000067
GRPT_imcgy,2000,0.000055
GRPT_imcgy,2001,0.000052
GRPT_imcgy,2002,0.000041
GRPT_imcgy,2003,0.000039
GRPT_imcgy,2004,0.000040
GRPT_imcgy,2005,0.000041
GRPT_imcgy,2006,0.000046
GRPT_imcgy,2007,0.000039
GRPT_imcgy,2008,0.000046
GRPT_imcgy,2009,0.000047
GRPT_imcgy,2010,0.000049
GRPT_imcgy,2011,0.000062
GRPT_imcgy,2012,0.000130
GRPT_imcgy,2013,0.000064
GRPT_imcgy,2014,0.000065
GRPT_imcgy,2015,0.000052
GRPT_imcgy,2016,0.000047
GRPT_imcgy,2017,0.000058
GRPT_imcgy,2018,0.000066
GRPT_imcgy,2019,0.000077
GRPT_imcgy,2020,0.000066
GRPT_imcgy,average,0.000054
GRPT_imcy,1995,0.000352
GRPT_imcy,1996,0.000475
GRPT_imcy,1997,0.000399
GRPT_imcy,1998,0.000399
GRPT_imcy,1999,0.000487
GRPT_imcy,2000,0.000564
GRPT_imcy,2001,0.000523
GRPT_imcy,2002,0.000460
GRPT_imcy,2003,0.000449
GRPT_imcy,2004,0.000486
GRPT_imcy,2005,0.000458
GRPT_imcy,2006,0.000409
GRPT_imcy,2007,0.000414
GRPT_imcy,2008,0.000476
GRPT_imcy,2009,0.000419
GRPT_imcy,2010,0.000437
GRPT_imcy,2011,0.000560
GRPT_imcy,2012,0.001222
GRPT_imcy,2013,0.000591
GRPT_imcy,2014,0.000603
GRPT_imcy,2015,0.000514
GRPT_imcy,2016,0.000449
GRPT_imcy,2017,0.000539
GRPT_imcy,2018,0.000638
GRPT_imcy,2019,0.000737
GRPT_imcy,2020,0.000442
GRPT_imcy,average,0.000521
GRPT_imigy,1995,0.000013
GRPT_imigy,1996,0.000016
GRPT_imigy,1997,0.000013
GRPT_imigy,1998,0.000016
GRPT_imigy,1999,0.000021
GRPT_imigy,2000,0.000018
GRPT_imigy,2001,0.000018
GRPT_imigy,2002,0.000014
GRPT_imigy,2003,0.000013
GRPT_imigy,2004,0.000014
GRPT_imigy,2005,0.000013
GRPT_imigy,2006,0.000015
GRPT_imigy,2007,0.000012
GRPT_imigy,2008,0.000015
GRPT_imigy,2009,0.000010
GRPT_imigy,2010,0.000008
GRPT_imigy,2011,0.000005
GRPT_imigy,2012,0.000011
GRPT_imigy,2013,0.000006
GRPT_imigy,2014,0.000004
GRPT_imigy,2015,0.000004
GRPT_imigy,2016,0.000005
GRPT_imigy,2017,0.000007
GRPT_imigy,2018,0.000007
GRPT_imigy,2019,0.000007
GRPT_imigy,2020,0.000007
GRPT_imigy,average,0.000011
GRPT_imiy,1995,0.000107
GRPT_imiy,1996,0.000132
GRPT_imiy,1997,0.000109
GRPT_imiy,1998,0.000142
GRPT_imiy,1999,0.000185
GRPT_imiy,2000,0.000164
GRPT_imiy,2001,0.000175
GRPT_imiy,2002,0.000138
GRPT_imiy,2003,0.000120
GRPT_imiy,2004,0.000128
GRPT_imiy,2005,0.000135
GRPT_imiy,2006,0.000132
GRPT_imiy,2007,0.000135
GRPT_imiy,2008,0.000195
GRPT_imiy,2009,0.000117
GRPT_imiy,2010,0.000096
GRPT_imiy,2011,0.000074
GRPT_imiy,2012,0.000138
GRPT_imiy,2013,0.000079
GRPT_imiy,2014,0.000084
GRPT_imiy,2015,0.000081
GRPT_imiy,2016,0.000087
GRPT_imiy,2017,0.000126
GRPT_imiy,2018,0.000135
GRPT_imiy,2019,0.000136
GRPT_imiy,2020,0.000137
GRPT_imiy,average,0.000126
GRRA_imcgy,1995,0.000342
GRRA_imcgy,1996,0.000293
GRRA_imcgy,1997,0.000447
GRRA_imcgy,1998,0.000531
GRRA_imcgy,1999,0.000500
GRRA_imcgy,2000,0.000705
GRRA_imcgy,2001,0.000606
GRRA_imcgy,2002,0.000474
GRRA_imcgy,2003,0.000581
GRRA_imcgy,2004,0.000788
GRRA_imcgy,2005,0.000897
GRRA_imcgy,2006,0.001122
GRRA_imcgy,2007,0.001243
GRRA_imcgy,2008,0.001326
GRRA_imcgy,2009,0.001448
GRRA_imcgy,2010,0.001484
GRRA_imcgy,2011,0.001407
GRRA_imcgy,2012,0.001388
GRRA_imcgy,2013,0.001380
GRRA_imcgy,2014,0.001349
GRRA_imcgy,2015,0.001710
GRRA_imcgy,2016,0.001596
GRRA_imcgy,2017,0.001667
GRRA_imcgy,2018,0.002131
GRRA_imcgy,2019,0.001651
GRRA_imcgy,2020,0.002048
GRRA_imcgy,average,0.001191
GRRA_imcy,1995,0.001778
GRRA_imcy,1996,0.001697
GRRA_imcy,1997,0.001834
GRRA_imcy,1998,0.001981
GRRA_imcy,1999,0.002848
GRRA_imcy,2000,0.003998
GRRA_imcy,2001,0.003669
GRRA_imcy,2002,0.003423
GRRA_imcy,2003,0.002788
GRRA_imcy,2004,0.003502
GRRA_imcy,2005,0.003758
GRRA_imcy,2006,0.004633
GRRA_imcy,2007,0.004434
GRRA_imcy,2008,0.004903
GRRA_imcy,2009,0.005270
GRRA_imcy,2010,0.004974
GRRA_imcy,2011,0.005065
GRRA_imcy,2012,0.004683
GRRA_imcy,2013,0.004651
GRRA_imcy,2014,0.005453
GRRA_imcy,2015,0.006080
GRRA_imcy,2016,0.005864
GRRA_imcy,2017,0.006391
GRRA_imcy,2018,0.007275
GRRA_imcy,2019,0.007801
GRRA_imcy,2020,0.009318
GRRA_imcy,average,0.004700
GRRA_imigy,1995,0.000075
GRRA_imigy,1996,0.000047
GRRA_imigy,1997,0.000050
GRRA_imigy,1998,0.000062
GRRA_imigy,1999,0.000087
GRRA_imigy,2000,0.000111
GRRA_imigy,2001,0.000115
GRRA_imigy,2002,0.000098
GRRA_imigy,2003,0.000119
GRRA_imigy,2004,0.000150
GRRA_imigy,2005,0.000142
GRRA_imigy,2006,0.000204
GRRA_imigy,2007,0.000202
GRRA_imigy,2008,0.000158
GRRA_imigy,2009,0.000131
GRRA_imigy,2010,0.000104
GRRA_imigy,2011,0.000062
GRRA_imigy,2012,0.000072
GRRA_imigy,2013,0.000055
GRRA_imigy,2014,0.000049
GRRA_imigy,2015,0.000049
GRRA_imigy,2016,0.000073
GRRA_imigy,2017,0.000101
GRRA_imigy,2018,0.000088
GRRA_imigy,2019,0.000093
GRRA_imigy,2020,0.000121
GRRA_imigy,average,0.000112
GRRA_imiy,1995,0.000597
GRRA_imiy,1996,0.000376
GRRA_imiy,1997,0.000412
GRRA_imiy,1998,0.000554
GRRA_imiy,1999,0.000759
GRRA_imiy,2000,0.001030
GRRA_imiy,2001,0.001102
GRRA_imiy,2002,0.000991
GRRA_imiy,2003,0.001111
GRRA_imiy,2004,0.001377
GRRA_imiy,2005,0.001506
GRRA_imiy,2006,0.001761
GRRA_imiy,2007,0.002279
GRRA_imiy,2008,0.002066
GRRA_imiy,2009,0.001592
GRRA_imiy,2010,0.001305
GRRA_imiy,2011,0.000981
GRRA_imiy,2012,0.000868
GRRA_imiy,2013,0.000772
GRRA_imiy,2014,0.000929
GRRA_imiy,2015,0.001010
GRRA_imiy,2016,0.001387
GRRA_imiy,2017,0.001728
GRRA_imiy,2018,0.001717
GRRA_imiy,2019,0.001797
GRRA_imiy,2020,0.002328
GRRA_imiy,average,0.001333
GRRU_imcgy,1995,0.001274
GRRU_imcgy,1996,0.001244
GRRU_imcgy,1997,0.001320
GRRU_imcgy,1998,0.001355
GRRU_imcgy,1999,0.001302
GRRU_imcgy,2000,0.001402
GRRU_imcgy,2001,0.001213
GRRU_imcgy,2002,0.001070
GRRU_imcgy,2003,0.001358
GRRU_imcgy,2004,0.001361
GRRU_imcgy,2005,0.001407
GRRU_imcgy,2006,0.001621
GRRU_imcgy,2007,0.001695
GRRU_imcgy,2008,0.001818
GRRU_imcgy,2009,0.001739
GRRU_imcgy,2010,0.001938
GRRU_imcgy,2011,0.001997
GRRU_imcgy,2012,0.002023
