PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
FRNL_imi             4.066e-05     0.04128       0.0349        0.0349        0.03479       0.04007       0.009072      0.009072  
FRPT_imi             4.066e-05     0.04128       0.03601       0.03601       0.03385       0.03846       0.002413      0.002413  
FRDE_imi             4.066e-05     0.04128       0.03211       0.03211       0.03101       0.03427       0.03915       0.03915   
FRRU_imi             4.066e-05     0.04128       0.03176       0.03176       0.03119       0.03564       0.01595       0.01595   
FRRW_imi             4.066e-05     0.03077       0.02922       0.02922       0.0271        0.03277       0.09178       0.09178   
FRUS_imi             4.066e-05     0.01044       0.01403       0.01403       0.01267       0.01485       0.02039       0.02039   
FRRA_imiy            0.0001245     0.009548      0.008166      0.008166      0.00794       0.007933      0.002297      0.002297  
FRAT_imiy            0.0001245     0.009548      0.007628      0.007628      0.007693      0.007612      0.000616      0.000616  
FRBE_imiy            0.0001245     0.009548      0.007554      0.007554      0.007693      0.007522      0.002778      0.002778  
FRES_imiy            0.0001245     0.009548      0.008327      0.008327      0.008236      0.008206      0.003583      0.003583  
FRFI_imiy            0.0001245     0.009548      0.007834      0.007834      0.007989      0.008014      0.00038       0.00038   
FRGR_imiy            0.0001245     0.009548      0.009043      0.009043      0.008965      0.009065      6.1e-05       6.1e-05   
FRIT_imiy            0.0001245     0.009548      0.008009      0.008009      0.007914      0.007802      0.004768      0.004768  
FRNL_imiy            0.0001245     0.009548      0.008429      0.008429      0.008611      0.008661      0.001733      0.001733  
FRPT_imiy            0.0001245     0.009548      0.008589      0.008589      0.00847       0.00845       0.000532      0.000532  
FRDE_imiy            0.0001245     0.009548      0.008018      0.008018      0.008036      0.007885      0.009113      0.009113  
FRRU_imiy            0.0001245     0.009548      0.007965      0.007965      0.008064      0.008073      0.003499      0.003499  
FRRW_imiy            0.0001245     0.008005      0.007576      0.007576      0.007413      0.007676      0.01792       0.01792   
FRUS_imiy            0.0001245     0.004184      0.004879      0.004879      0.004696      0.004774      0.004383      0.004383  
FRRA_imcg            6.28e-06      0.000134      0.03062       0.03062       0.02792       0.03177       0.005632      0.005632  
FRAT_imcg            6.28e-06      0.000134      0.02733       0.02733       0.02649       0.02966       0.0007819     0.0007819 
FRBE_imcg            6.28e-06      0.000134      0.02689       0.02689       0.02649       0.02907       0.004524      0.004524  
FRES_imcg            6.28e-06      0.000134      0.03164       0.03164       0.02968       0.03361       0.004833      0.004833  
FRFI_imcg            6.28e-06      0.000134      0.02858       0.02858       0.02821       0.03231       0.0005181     0.0005181 
FRGR_imcg            6.28e-06      0.000134      0.0363        0.0363        0.03418       0.03968       0.0002092     0.0002092 
FRIT_imcg            6.28e-06      0.000134      0.02964       0.02965       0.02777       0.0309        0.005737      0.005737  
FRNL_imcg            6.28e-06      0.000134      0.03228       0.03229       0.03196       0.03678       0.003905      0.003905  
FRPT_imcg            6.28e-06      0.000134      0.03331       0.03331       0.0311        0.0353        0.0007256     0.0007256 
FRDE_imcg            6.28e-06      0.000134      0.0297        0.0297        0.02848       0.03145       0.01095       0.01095   
FRRU_imcg            6.28e-06      0.0001339     0.02938       0.02938       0.02865       0.03271       0.00557       0.00557   
FRRW_imcg            6.28e-06      9.984e-05     0.02703       0.02703       0.0249        0.03008       0.04072       0.04072   
FRUS_imcg            6.28e-06      3.387e-05     0.01298       0.01298       0.01164       0.01363       0.01187       0.01187   
FRRA_imcgy           1.923e-05     3.098e-05     0.007553      0.007553      0.007294      0.00728       0.001066      0.001066  
FRAT_imcgy           1.923e-05     3.098e-05     0.007056      0.007056      0.007067      0.006986      0.000194      0.000194  
FRBE_imcgy           1.923e-05     3.098e-05     0.006987      0.006987      0.007068      0.006903      0.001105      0.001105  
FRES_imcgy           1.923e-05     3.098e-05     0.007703      0.007703      0.007566      0.007531      0.001088      0.001088  
FRFI_imcgy           1.923e-05     3.098e-05     0.007246      0.007246      0.007339      0.007355      0.000117      0.000117  
FRGR_imcgy           1.923e-05     3.098e-05     0.008364      0.008364      0.008236      0.008319      4.1e-05       4.1e-05   
FRIT_imcgy           1.923e-05     3.098e-05     0.007408      0.007408      0.00727       0.00716       0.001402      0.001402  
FRNL_imcgy           1.923e-05     3.098e-05     0.007797      0.007797      0.007911      0.007948      0.000746      0.000746  
FRPT_imcgy           1.923e-05     3.098e-05     0.007944      0.007944      0.007781      0.007755      0.00016       0.00016   
FRDE_imcgy           1.923e-05     3.098e-05     0.007416      0.007416      0.007382      0.007236      0.002549      0.002549  
FRRU_imcgy           1.923e-05     3.098e-05     0.007368      0.007368      0.007408      0.007409      0.001222      0.001222  
FRRW_imcgy           1.923e-05     2.597e-05     0.007008      0.007008      0.00681       0.007045      0.007948      0.007948  
FRUS_imcgy           1.923e-05     1.358e-05     0.004513      0.004513      0.004314      0.004381      0.002551      0.002551  
FRRA_imig            6.28e-06      0.000134      0.004798      0.004799      0.004375      0.004978      0.000671      0.000671  
FRAT_imig            6.28e-06      0.000134      0.004283      0.004283      0.004151      0.004647      0.000137      0.000137  
FRBE_imig            6.28e-06      0.000134      0.004214      0.004214      0.004151      0.004555      0.0006305     0.0006305 
FRES_imig            6.28e-06      0.000134      0.004957      0.004957      0.00465       0.005267      0.0008839     0.0008839 
FRFI_imig            6.28e-06      0.000134      0.004478      0.004478      0.00442       0.005063      9.298e-05     9.298e-05 
FRGR_imig            6.28e-06      0.000134      0.005687      0.005688      0.005356      0.006218      1.531e-05     1.531e-05 
FRIT_imig            6.28e-06      0.000134      0.004645      0.004645      0.004351      0.004842      0.00108       0.00108   
FRNL_imig            6.28e-06      0.000134      0.005059      0.005059      0.005009      0.005763      0.0005025     0.0005025 
FRPT_imig            6.28e-06      0.000134      0.005219      0.00522       0.004873      0.005531      0.0001315     0.0001315 
FRDE_imig            6.28e-06      0.000134      0.004654      0.004654      0.004463      0.004928      0.002165      0.002165  
FRRU_imig            6.28e-06      0.0001339     0.004603      0.004604      0.00449       0.005125      0.0008797     0.0008797 
FRRW_imig            6.28e-06      9.984e-05     0.004235      0.004235      0.003902      0.004713      0.005077      0.005077  
FRUS_imig            6.28e-06      3.387e-05     0.002034      0.002034      0.001823      0.002135      0.001126      0.001126  
FRRA_imigy           1.923e-05     3.098e-05     0.001184      0.001184      0.001143      0.001141      0.000127      0.000127  
FRAT_imigy           1.923e-05     3.098e-05     0.001106      0.001106      0.001107      0.001095      3.4e-05       3.4e-05   
FRBE_imigy           1.923e-05     3.098e-05     0.001095      0.001095      0.001107      0.001082      0.000154      0.000154  
FRES_imigy           1.923e-05     3.098e-05     0.001207      0.001207      0.001186      0.00118       0.000199      0.000199  
FRFI_imigy           1.923e-05     3.098e-05     0.001135      0.001135      0.00115       0.001152      2.1e-05       2.1e-05   
FRGR_imigy           1.923e-05     3.098e-05     0.001311      0.001311      0.00129       0.001304      3e-06         3e-06     
FRIT_imigy           1.923e-05     3.098e-05     0.001161      0.001161      0.001139      0.001122      0.000264      0.000264  
FRNL_imigy           1.923e-05     3.098e-05     0.001222      0.001222      0.00124       0.001245      9.6e-05       9.6e-05   
FRPT_imigy           1.923e-05     3.098e-05     0.001245      0.001245      0.001219      0.001215      2.9e-05       2.9e-05   
FRDE_imigy           1.923e-05     3.098e-05     0.001162      0.001162      0.001157      0.001134      0.000504      0.000504  
FRRU_imigy           1.923e-05     3.098e-05     0.001154      0.001154      0.001161      0.001161      0.000193      0.000193  
FRRW_imigy           1.923e-05     2.597e-05     0.001098      0.001098      0.001067      0.001104      0.000991      0.000991  
FRUS_imigy           1.923e-05     1.358e-05     0.0007072     0.0007072     0.000676      0.0006865     0.000242      0.000242  
FR_piex              1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_pextilde          1             0.9049        0.911         0.911         0.9048        0.9039        0.9288        0.9288    
FRRA_rer             1             1             0.9991        0.9991        1.013         1.014         0.8874        0.8874    
FRAT_rer             1             1             1.02          1.02          1.023         1.027         1.088         1.088     
FRBE_rer             1             1             1.023         1.023         1.023         1.031         1.048         1.048     
FRES_rer             1             1             0.9931        0.9931        1.002         1.004         1.02          1.02      
FRFI_rer             1             1             1.012         1.012         1.011         1.011         1.015         1.015     
FRGR_rer             1             1             0.9681        0.9681        0.976         0.9734        0.9183        0.9183    
FRIT_rer             1             1             1.005         1.005         1.014         1.02          1.088         1.088     
FRNL_rer             1             1             0.9894        0.9894        0.9882        0.9873        0.917         0.917     
FRPT_rer             1             1             0.9837        0.9837        0.9933        0.9948        1.007         1.007     
FRDE_rer             1             1             1.005         1.005         1.01          1.016         1.04          1.04      
FRRU_rer             1             1             1.007         1.007         1.008         1.009         0.9983        0.9983    
FRRW_rer             1             1.035         0.9885        0.9885        1.004         0.9883        0.8718        0.8718    
FRUS_rer             1             1.572         1.307         1.307         1.345         1.332         0.9361        0.9361    
FR_sx                1             1             1             1             1             1             1             1         
FRRA_tot             1             1             0.9981        0.9981        1.029         1.031         0.8637        0.8637    
FRAT_tot             1             1             1.045         1.045         1.051         1.06          1.132         1.132     
FRBE_tot             1             1             1.051         1.051         1.051         1.069         1.115         1.115     
FRES_tot             1             1             0.9852        0.9852        1.004         1.008         1.027         1.027     
FRFI_tot             1             1             1.026         1.026         1.025         1.024         1.031         1.031     
FRGR_tot             1             1             0.9325        0.9325        0.949         0.9436        0.8943        0.8943    
FRIT_tot             1             1             1.011         1.011         1.031         1.043         1.115         1.115     
FRNL_tot             1             1             0.9772        0.9772        0.9748        0.9727        0.8717        0.8717    
FRPT_tot             1             1             0.9651        0.9651        0.9856        0.9888        1.006         1.006     
FRDE_tot             1             1             1.01          1.01          1.021         1.036         1.062         1.062     
FRRU_tot             1             1             1.015         1.015         1.018         1.019         1.001         1.001     
FRRW_tot             1             1.125         1.049         1.049         1.077         1.054         0.8908        0.8908    
FRUS_tot             1             1.733         1.407         1.407         1.46          1.447         0.981         0.981     
FRRA_weight          0.07692       0.08084       0.07928       0.07928       0.07731       0.07726       0.03428       0.03428   
FRAT_weight          0.07692       0.08084       0.07405       0.07405       0.07492       0.07415       0.008781      0.008781  
FRBE_weight          0.07692       0.08084       0.07338       0.07338       0.07499       0.07332       0.04616       0.04616   
FRES_weight          0.07692       0.08084       0.0809        0.0809        0.08027       0.07999       0.06765       0.06765   
FRFI_weight          0.07692       0.08084       0.07619       0.07619       0.07796       0.07823       0.004927      0.004927  
FRGR_weight          0.07692       0.08084       0.08808       0.08808       0.08759       0.08861       0.004807      0.004807  
FRIT_weight          0.07692       0.08084       0.07782       0.07782       0.07713       0.07606       0.07867       0.07867   
FRNL_weight          0.07692       0.08084       0.08212       0.08212       0.08418       0.08469       0.03226       0.03226   
FRPT_weight          0.07692       0.08084       0.0835        0.0835        0.0826        0.08243       0.01123       0.01123   
FRDE_weight          0.07692       0.08084       0.07789       0.07789       0.07831       0.07685       0.1181        0.1181    
FRRU_weight          0.07692       0.08083       0.07781       0.07781       0.07903       0.07915       0.0526        0.0526    
FRRW_weight          0.07692       0.07096       0.07628       0.07628       0.07486       0.07756       0.4469        0.4469    
FRUS_weight          0.07692       0.03984       0.05269       0.05269       0.05085       0.0517        0.0937        0.0937    
FRRA_weightex        0.07692       0.08022       0.07852       0.07852       0.07657       0.07651       0.02705       0.02705   
FRAT_weightex        0.07692       0.08022       0.07333       0.07333       0.07422       0.07343       0.008085      0.008085  
FRBE_weightex        0.07692       0.08022       0.07273       0.07273       0.07435       0.07266       0.03875       0.03875   
FRES_weightex        0.07692       0.08022       0.08019       0.08019       0.07956       0.07928       0.05845       0.05845   
FRFI_weightex        0.07692       0.08022       0.0756        0.0756        0.07739       0.07764       0.004498      0.004498  
FRGR_weightex        0.07692       0.08022       0.08753       0.08753       0.08705       0.08806       0.006403      0.006403  
FRIT_weightex        0.07692       0.08022       0.07713       0.07713       0.07646       0.07538       0.07212       0.07212   
FRNL_weightex        0.07692       0.08022       0.08161       0.08161       0.0837        0.08421       0.02595       0.02595   
FRPT_weightex        0.07692       0.08022       0.08282       0.08282       0.08193       0.08175       0.009616      0.009616  
FRDE_weightex        0.07692       0.08022       0.07718       0.07718       0.07762       0.07615       0.09755       0.09755   
FRRU_weightex        0.07692       0.08021       0.07754       0.07754       0.07879       0.07889       0.04648       0.04648   
FRRW_weightex        0.07692       0.07363       0.07829       0.07829       0.07683       0.07962       0.4954        0.4954    
FRUS_weightex        0.07692       0.04399       0.05754       0.05754       0.05552       0.05642       0.1096        0.1096    
FRRA_weightim        0.07692       0.08146       0.08005       0.08005       0.07805       0.07802       0.04159       0.04159   
FRAT_weightim        0.07692       0.08146       0.07477       0.07477       0.07563       0.07487       0.009485      0.009485  
FRBE_weightim        0.07692       0.08146       0.07405       0.07405       0.07563       0.07398       0.05366       0.05366   
FRES_weightim        0.07692       0.08146       0.08163       0.08163       0.08097       0.08071       0.07696       0.07696   
FRFI_weightim        0.07692       0.08146       0.07679       0.07679       0.07854       0.07882       0.00536       0.00536   
FRGR_weightim        0.07692       0.08146       0.08864       0.08864       0.08813       0.08916       0.003192      0.003192  
FRIT_weightim        0.07692       0.08146       0.0785        0.0785        0.0778        0.07674       0.08529       0.08529   
FRNL_weightim        0.07692       0.08146       0.08262       0.08262       0.08466       0.08518       0.03864       0.03864   
FRPT_weightim        0.07692       0.08146       0.08419       0.08419       0.08327       0.08311       0.01286       0.01286   
FRDE_weightim        0.07692       0.08146       0.07859       0.07859       0.079         0.07755       0.1388        0.1388    
FRRU_weightim        0.07692       0.08145       0.07808       0.07808       0.07928       0.0794        0.05879       0.05879   
FRRW_weightim        0.07692       0.06829       0.07427       0.07427       0.07287       0.0755        0.3977        0.3977    
FRUS_weightim        0.07692       0.0357        0.04783       0.04783       0.04617       0.04695       0.07761       0.07761   
FR_b                 0             0             11.51         11.51         11.12         12.7          13.23         13.23     
FR_bf                0             0             -0.4251       -0.4251       -0.3994       -0.4602       -0.913        -0.913    
FR_bfy               0             0             -0.15         -0.15         -0.15         -0.15         -0.2006       -0.2006   
FR_by                0             0             3.121         3.121         3.121         3.121         3.121         3.121     
FR_c                 0.3237        3.111         1.983         1.983         1.917         2.189         2.278         2.278     
FR_ci                0.4293        3.714         2.101         2.101         2.03          2.318         2.411         2.411     
FR_cj                0.00706       1.304         1.629         1.629         1.579         1.802         1.877         1.877     
FR_cy                0.9914        0.7953        0.538         0.538         0.538         0.538         0.5374        0.5374    
FR_d                 0.2969        0.2013        0.8382        0.8382        0.8108        0.9256        0.9643        0.9643    
FR_dn                0.1484        0.2013        0.1677        0.1677        0.1616        0.1844        0.1944        0.1944    
FR_dt                0.1484        2.442e-15     0.6705        0.6705        0.6492        0.7412        0.7699        0.7699    
FR_epsilonm          -1.114        -0.8852       -0.867        -0.75         -0.75         -0.75         -0.75         -0.75     
FR_etot              1             1.031         1.021         1.021         1.035         1.037         0.9612        0.9612    
FR_ex                0.08164       2.217         1.945         1.945         1.886         2.153         0.9606        0.9606    
FR_fh                0.008237      4.983         7.405         7.405         7.26          8.305         19.41         19.41     
FR_fi                4.028e-06     153.8         3.629         3.629         2.961         16.51         28.27         28.27     
FR_fj                1.492e-07     5.696         0.1344        0.1344        0.1097        0.6117        1.047         1.047     
FR_fn                0.01647       10.26         8.784         8.784         8.464         9.657         10.18         10.18     
FR_cg                0.0003265     0.004066      0.9399        0.9399        0.9101        1.039         1.073         1.073     
FR_gammab            0             0             0             0             0             0             0             0         
FR_gammai            0             0             0             0             0             0             0             0         
FR_gammaider         0             0             0             0             0             0             0             0         
FR_gammau            0             0             0             0             0             0             0             0         
FR_gammauder         0.0351        0.0351        0.03294       0.03294       0.03294       0.03294       0.03294       0.03294   
FR_gammav            3.289e-05     0.0002562     0.0002416     0.0002003     0.0001937     0.0002211     0.0002301     0.0002301 
FR_gammavi           0.0001016     8.234e-05     0.0001218     0.000101      0.000101      0.000101      0.000101      0.000101  
FR_gammavider        0.001818      0.001929      0.002328      0.002165      0.002165      0.002165      0.002165      0.002165  
FR_gammavj           0.0001016     8.234e-05     0.0001218     0.000101      0.000101      0.000101      0.000101      0.000101  
FR_gammavjder        0.001818      0.001929      0.002328      0.002165      0.002165      0.002165      0.002165      0.002165  
FR_gh                0.09061       5.98          8.885         8.886         8.713         9.966         23.29         23.29     
FR_gi                0.03956       11.83         3.371         3.372         2.959         4.598         5.271         5.271     
FR_gj                0.8018        11.23         1.45          1.45          1.348         2.094         2.401         2.401     
FR_gn                0.1812        15.39         13.18         13.18         12.7          14.49         15.27         15.27     
FR_cgy               0.001         0.001         0.2457        0.2457        0.2457        0.2457        0.2457        0.2457    
FR_ht                0.08164       0.5895        0.8464        0.8464        0.8356        0.9568        2.176         2.176     
FR_htc               0.08094       0.4518        0.281         0.281         0.2785        0.3192        0.9193        0.9193    
FR_hti               0.0005286     0.1342        0.1071        0.1071        0.1061        0.1215        0.3484        0.3484    
FR_htcg              8.164e-05     0.001741      0.3962        0.3962        0.3898        0.4462        0.7839        0.7839    
FR_htig              8.164e-05     0.001741      0.06209       0.06209       0.06109       0.06991       0.1243        0.1243    
FR_i                 0.002114      0.8086        0.662         0.662         0.6392        0.7295        0.7609        0.7609    
FR_ig                0.0003265     0.004066      0.1473        0.1473        0.1426        0.1628        0.1679        0.1679    
FR_ii                0.002819      1.078         0.8827        0.8827        0.8523        0.9727        1.014         1.014     
FR_im                0.08164       2.134         1.89          1.89          1.808         2.06          0.9742        0.9742    
FR_imc               0.08094       1.643         1.057         1.057         1.012         1.154         0.6263        0.6263    
FR_imcy              0.2479        0.3948        0.2677        0.2677        0.2671        0.267         0.1333        0.1333    
FR_imi               0.0005286     0.4878        0.4028        0.4028        0.3856        0.4395        0.2397        0.2397    
FR_imiy              0.001619      0.1172        0.102         0.102         0.1017        0.1017        0.05166       0.05166   
FR_imcg              8.164e-05     0.001583      0.3725        0.3726        0.3542        0.4033        0.09502       0.09502   
FR_imcgy             0.00025       0.0003804     0.09436       0.09436       0.09345       0.09331       0.02019       0.02019   
FR_imig              8.164e-05     0.001583      0.05838       0.05838       0.05551       0.0632        0.01325       0.01325   
FR_imigy             0.00025       0.0003804     0.01479       0.01479       0.01464       0.01462       0.002857      0.002857  
FR_imy               0.25          0.5128        0.4788        0.4788        0.4769        0.4766        0.208         0.208     
FR_exy               0.25          0.5128        0.4807        0.4807        0.4787        0.4784        0.2105        0.2105    
FR_internalrer       1             1.213         1.226         1.226         1.212         1.211         1.264         1.264     
FR_iy                0.006475      0.2027        0.1759        0.1759        0.1759        0.1759        0.1759        0.1759    
FR_igy               0.001         0.001         0.0385        0.0385        0.0385        0.0385        0.0385        0.0385    
FR_k                 0.08457       32.34         26.48         26.48         25.57         29.18         30.43         30.43     
FR_kd                0.08457       32.34         26.48         26.48         25.57         29.18         30.43         30.43     
FR_kdn               0.04229       10.21         9.071         9.071         8.731         9.96          10.51         10.51     
FR_kdt               0.04229       22.13         17.41         17.41         16.84         19.22         19.92         19.92     
FR_ki                0.1128        43.13         35.31         35.31         34.09         38.91         40.58         40.58     
FR_lambdai           2.319         0.8936        1.301         1.302         1.222         1.071         1.026         1.026     
FR_lambdaj           141           2.546         1.679         1.679         1.67          1.463         1.403         1.403     
FR_lcy               0.08182       0.664         0.5408        0.5408        0.5408        0.5407        0.5407        0.5407    
FR_m                 0.138         1.367         0.864         0.8333        0.8056        0.9196        0.9571        0.9571    
FR_mcn               0.09091       0.7541        0.7591        0.7591        0.754         0.7532        0.774         0.774     
FR_mct               0.09091       0.7541        0.7591        0.7591        0.754         0.7532        0.774         0.774     
FR_mi                0.1831        1.631         0.9155        0.8829        0.8531        0.9738        1.013         1.013     
FR_mj                0.00301       0.5726        0.7096        0.6844        0.6633        0.7572        0.7888        0.7888    
FR_mp                0             0             0.004267      0.004115      0.003979      0.004542      0.004726      0.004726  
FR_mpy               0             0             0.001158      0.001116      0.001116      0.001116      0.001115      0.001115  
FR_nd                0.3794        2.196         1.624         1.624         1.586         1.586         1.585         1.585     
FR_ndi               0.1588        0.9596        0.8387        0.8388        0.8098        0.8098        0.8094        0.8094    
FR_ndj               0.4624        1.369         0.8391        0.8391        0.8313        0.8313        0.831         0.831     
FR_ndn               0.1897        0.6932        0.5562        0.5562        0.5414        0.5412        0.5475        0.5475    
FR_ndt               0.1897        1.503         1.067         1.068         1.044         1.044         1.037         1.037     
FR_ni                0.1588        0.9596        0.8387        0.8388        0.8098        0.8098        0.8094        0.8094    
FR_nj                0.4624        1.369         0.8391        0.8391        0.8313        0.8313        0.831         0.831     
FR_nt                0.1633        1.214         1.004         1.004         0.9741        1.112         1.142         1.142     
FR_ntc               0.1619        1.024         0.6505        0.6506        0.6311        0.7208        0.74          0.74      
FR_nti               0.001057      0.1882        0.1535        0.1535        0.1488        0.1699        0.1747        0.1747    
FR_ntcg              0.0001633     0.00075       0.1729        0.1729        0.1679        0.1918        0.1962        0.1962    
FR_ntig              0.0001633     0.00075       0.0271        0.0271        0.02631       0.03005       0.03072       0.03072   
FR_pex               1             0.9049        0.911         0.911         0.9048        0.9039        0.9288        0.9288    
FR_pht               1             0.9049        0.911         0.911         0.9048        0.9039        0.9288        0.9288    
FR_phttilde          1             0.9049        0.911         0.911         0.9048        0.9039        0.9288        0.9288    
FR_pi                1             0.9806        0.9795        0.9795        0.9806        0.9807        0.9797        0.9797    
FR_pcg               1             0.9621        0.9636        0.9636        0.9621        0.9619        0.9708        0.9708    
FR_pig               1             0.9621        0.9636        0.9636        0.9621        0.9619        0.972         0.972     
FR_pic               1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_pic4              1             1             1.02          1.02          1.02          1.02          1.02          1.02      
FR_piex4             1             1             1.02          1.02          1.02          1.02          1.02          1.02      
FR_piht              1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piimc             1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piimi             1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piimcg            1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piimig            1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piimc4            1             1             1.02          1.02          1.02          1.02          1.02          1.02      
FR_pim               1             0.9401        0.9337        0.9337        0.9401        0.9411        0.905         0.905     
FR_pimc              1             0.9401        0.9337        0.9337        0.9401        0.9411        0.9022        0.9022    
FR_pimi              1             0.9401        0.9337        0.9337        0.9401        0.9411        0.9136        0.9136    
FR_pimcg             1             0.9401        0.9337        0.9337        0.9401        0.9411        0.9005        0.9005    
FR_pimig             1             0.9401        0.9337        0.9337        0.9401        0.9411        0.9137        0.9137    
FR_pint              1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piw               1             1             1.005         1.005         1.005         1.005         1.005         1.005     
FR_piw4              1             1             1.02          1.02          1.02          1.02          1.02          1.02      
FR_pnt               1             1.131         1.139         1.139         1.131         1.13          1.161         1.161     
FR_pnttilde          1             1.131         1.139         1.139         1.131         1.13          1.161         1.161     
FR_pttc              1             0.9328        0.929         0.929         0.9328        0.9334        0.9183        0.9183    
FR_ptti              1             0.9328        0.929         0.929         0.9328        0.9334        0.9227        0.9227    
FR_pttcg             1             0.9221        0.9222        0.9222        0.922         0.922         0.9259        0.9259    
FR_pttig             1             0.9221        0.9222        0.9222        0.922         0.922         0.9274        0.9274    
FR_py                1             0.9732        0.9712        0.9712        0.9644        0.9634        0.9908        0.9908    
FR_q                 1             0.9806        0.9795        0.9795        0.9806        0.9807        0.9797        0.9797    
FR_qc                0.3238        3.111         1.983         1.983         1.918         2.189         2.278         2.278     
FR_qi                0.002114      0.8086        0.662         0.662         0.6392        0.7295        0.7609        0.7609    
FR_qcg               0.0003265     0.004066      0.9399        0.9399        0.9101        1.039         1.073         1.073     
FR_qig               0.0003265     0.004066      0.1473        0.1473        0.1426        0.1628        0.1679        0.1679    
FR_r                 1.01          1.01          1.012         1.012         1.012         1.012         1.012         1.012     
FR_reer              1             1.021         1.013         1.013         1.02          1.02          0.9424        0.9424    
FR_rer               1             1.572         1.307         1.307         1.345         1.332         0.9361        0.9361    
FR_rerdep            1             1             1             1             1             1             1             1         
FR_rk                0.0351        0.03442       0.03227       0.03227       0.0323        0.03231       0.03227       0.03227   
FR_rp                0             0             0             0             0             0             0             0         
FR_rr                1.01          1.01          1.007         1.007         1.007         1.007         1.007         1.007     
FR_rrstar            1.01          1.01          1.007         1.007         1.007         1.007         1.007         1.007     
FR_sh                1             1             1             1             1             1             1             1         
FR_si                1             1             1             1             1             1             1             1         
FR_sj                1             1             1             1             1             1             1             1         
FR_snt               1             1             1             1             1             1             1             1         
FR_t                 0.0006531     0.007824      0.6316        0.6318        0.6109        0.6974        0.7272        0.7272    
FR_tauc              0             0             0.2135        0.2135        0.2135        0.2135        0.2135        0.2135    
FR_taud              0             0             0             0             0             0             0             0         
FR_tauk              0             0             0.0662        0.0662        0.0662        0.0662        0.0662        0.0662    
FR_taun              0             0             0.2103        0.2103        0.2103        0.2103        0.2103        0.2103    
FR_tauwf             0             0             0.2925        0.2925        0.2925        0.2925        0.2925        0.2925    
FR_tauwh             0             0             0.1109        0.1109        0.1109        0.1109        0.1109        0.1109    
FR_tb                0             0             0.006815      0.006816      0.006589      0.007521      0.01048       0.01048   
FR_tby               0             0             0.001849      0.001849      0.001849      0.001849      0.002473      0.002473  
FR_ti                0.0006531     0.007824      0.758         0.7582        0.7331        0.8369        0.8726        0.8726    
FR_tj                0.0006531     0.007824      0.2527        0.2527        0.2444        0.279         0.2909        0.2909    
FR_tot               1             1.733         1.407         1.407         1.46          1.447         0.981         0.981     
FR_tr                7.215e-31     8.644e-30     0.8876        0.8877        0.8582        0.9796        1.021         1.021     
FR_tri               7.215e-31     8.644e-30     0.5918        0.5918        0.5721        0.6531        0.6804        0.6804    
FR_trj               7.215e-31     8.644e-30     1.775         1.775         1.716         1.959         2.041         2.041     
FR_try               2.21e-30      2.21e-30      0.2408        0.2408        0.2408        0.2408        0.2408        0.2408    
FR_ttc               0.1619        2.094         1.338         1.338         1.291         1.473         1.545         1.545     
FR_tti               0.001057      0.6218        0.5098        0.5098        0.4915        0.5609        0.588         0.588     
FR_ttcg              0.0001633     0.003323      0.7686        0.7687        0.7437        0.8491        0.8788        0.8788    
FR_ttig              0.0001633     0.003323      0.1204        0.1204        0.1165        0.133         0.1375        0.1375    
FR_ty                0.002         0.002         0.1714        0.1714        0.1714        0.1714        0.1716        0.1716    
FR_u                 1             1             1             1             1             1             1             1         
FR_utili             -84.69        -18.65        -89.39        -89.38        -45.84        -27.86        -22.54        -22.54    
FR_utilj             -498.6        -179.5        -124          -124          -79.93        -61.95        -56.4         -56.4     
FR_vi                2.345         2.277         2.295         2.38          2.38          2.38          2.38          2.38      
FR_vj                2.345         2.277         2.295         2.38          2.38          2.38          2.38          2.38      
FR_w                 0.07041       1.183         0.95          0.95          0.9404        1.073         1.119         1.119     
FR_wcst              0             0             0             0             0             0             0             0         
FR_whty              0.08182       0.7           0.3988        0.3988        0.3988        0.3988        0.3984        0.3984    
FR_wi                0.1196        1.34          1.035         1.035         1.028         1.173         1.223         1.223     
FR_witilde           0.1196        1.34          1.035         1.035         1.028         1.173         1.223         1.223     
FR_wj                0.01668       0.9578        0.8033        0.8033        0.7925        0.9046        0.943         0.943     
FR_wjtilde           0.01668       0.9578        0.8033        0.8033        0.7925        0.9046        0.943         0.943     
FR_wnty              0.08182       0.5973        0.4622        0.4622        0.4622        0.4622        0.4622        0.4622    
FR_wy                0.08182       0.664         0.4184        0.4184        0.4184        0.4184        0.4184        0.4184    
FR_y                 0.3265        4.02          3.795         3.796         3.695         4.223         4.278         4.278     
FR_ygap              0             0             0             0             0             0             0             0         
FR_ygrowth           1             1             1             1             1             1             1             1         
FR_ygrowth4          1             1             1             1             1             1             1             1         
FR_yhty              0.5           0.6491        0.6898        0.6898        0.6909        0.691         0.6873        0.6873    
